Gene Start End Germany_Passau_1800_HG_09 Sweden_Lund_1933_HG_15 Sweden_Lund_1933_HG_16 Sweden_Lund_1933_HG_20 Sweden_Lund_1933_HG0026 Sweden_Lund_1933_HG47203 Sweden_Lund_1933_HG47204 wMel_LabStrain_Gulbenkian wMel1_Finland wMel1_Portugal wMel2_Finland wMel2_Portugal wMelCS_LabStrain_Gulbenkian wMelCS1_Portugal wMelCS2_Portugal wMelCSPOP_LabStrain_Gulbenkian
WP_010082023.1 1115985 1117013 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_010082031.1 1141146 1141370 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082032.1 1141456 1142052 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082033.1 1143484 1144338 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082049.1 1238039 1238299 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082053.1 1186489 1187556 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082061.1 1207998 1208504 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082068.1 964555 965361 Missing Complete Complete Missing Missing Complete Complete Complete FrameShift FrameShift FrameShift Complete Complete Complete FrameShift Complete
WP_010082069.1 165723 166016 Incomplete Complete Complete Complete Missing Missing Complete Missing Incomplete FrameShift Missing FrameShift Complete FrameShift FrameShift Complete
WP_010082071.1 61489 61650 Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Missing Complete Complete Complete Complete Complete
WP_010082071.1-2 74538 74699 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010082071.1-3 166439 166600 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010082071.1-4 352305 352466 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010082071.1-5 963436 963597 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010082072.1 61332 61496 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Missing Complete Incomplete Complete Complete Complete
WP_010082072.1-2 74381 74545 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010082072.1-3 166593 166757 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010082072.1-4 326574 326738 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010082072.1-5 352459 352623 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010082072.1-6 963279 963443 Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing Missing
WP_010082082.1 1042753 1043184 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082083.1 1043189 1043740 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_010082086.1 1047557 1047883 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082090.1 1124191 1124676 Missing Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082095.1 1127539 1128759 Missing Complete Complete Complete Complete Complete Complete FrameShift Complete FrameShift Complete FrameShift Complete Complete Complete Complete
WP_010082097.1 1130779 1131198 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082099.1 1132134 1133081 Missing Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010082105.1 632244 632498 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082109.1 262659 262913 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082142.1 580746 581117 Missing Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082157.1 592661 593422 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082163.1 525904 526791 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082171.1 259436 259696 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082183.1 129903 130370 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082185.1 222590 223465 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete
WP_010082193.1 252341 252562 Missing Complete Complete Complete Incomplete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082194.1 252608 253021 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082195.1 253222 253443 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082196.1 253424 253732 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082216.1 556386 556883 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082251.1 124163 124465 Missing Complete Complete Complete Complete Complete Complete FrameShift FrameShift Complete FrameShift FrameShift Complete Complete Complete Complete
WP_010082258.1 202232 202528 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082266.1 613309 613848 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082284.1 175892 176599 Missing Complete Complete Complete Complete Complete Complete PrematureStop Complete Complete Complete FrameShift FrameShift Complete Complete Complete
WP_010082293.1 542719 542985 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082295.1 541289 542167 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete FrameShift Complete FrameShift FrameShift FrameShift FrameShift Complete
WP_010082297.1 539102 539443 Missing Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010082300.1 136556 137929 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete FrameShift FrameShift PrematureStop FrameShift
WP_010082308.1 144809 145648 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082311.1 943550 943720 Missing Complete Missing Missing Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082321.1 924421 924849 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082329.1 1058063 1058659 Complete Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010082330.1 1058663 1059445 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082331.1 1059631 1060086 PrematureStop Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082334.1 858256 858750 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_010082336.1 940143 941669 Missing Complete Missing Missing Missing Missing Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010082338.1 863271 864296 Missing Complete Complete Missing Missing Complete Complete FrameShift FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010082340.1 912240 912740 Complete Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
